"Audience Rating",Color,Country,Genres,"IMDb Rating","IMDb Url","Is TV Series",Language,"Original Title",Plot,"Release Date","Release Year",Series,"Sort Title",Studios,Title,"Title Extension","Audio Tracks",Barcode,"Box Set",Distributor,Edition,"Edition Release Date","Edition Release Year",Extras,Format,HDR,Layers,"Nr Discs",Packaging,Regions,Runtime,"Screen Ratios",Subtitles,Actor,Director,Musician,Photography,Producer,Writer,"Added Date","Added Year","Collection Status",Condition,"Current Value",Features,Index,"Last Watched Date","Last Watched Where",Location,"Modified Date","My Rating",Notes,Owner,"Purchase Date","Purchase Price","Purchase Store","Purchase Year",Quantity,"Storage Device","Storage Slot",Tags,"Watch Count","Watch Year",Watched,"Due Date","Loan Date","Loaned To"
"US - Approved","Black & White",USA,"Action | Adventure | Romance",6.4,https://www.imdb.com/title/tt0034266/?ref_=ref_ext_clz,,English,,"A scientific expedition happens to discover that gold exists on Tarzan's escarpment. The villainous Medford and Vandermeer kidnap Jane and Boy to extort from Tarzan the location of the gold.",1941,1941,,"Tarzan's Secret Treasure","Metro-Goldwyn-Mayer (MGM)","Tarzan's Secret Treasure",,,,"Tarzan Collection",,,,,,DVD,,N/A,1,,,81,,,"Johnny Weissmuller | Maureen O'Sullivan | Johnny Sheffield","Richard Thorpe","David Snell","Clyde De Vinna","B.P. Fineman","Myles Connolly | Paul Gangelin | Edgar Rice Burroughs","Mar 16, 2026",2026,"In Collection",,,,405,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
,Color,USA,Documentary,7.8,https://www.imdb.com/title/tt0452056/?ref_=ref_ext_clz,,English,,"Tarzan: Silver Screen King of the Jungle is a documentary focusing on the first six sound Tarzan films produced by Metro-Goldwyn-Mayer starring Johnny Weissmuller and Maureen O'Sullivan.  Written and directed by John Rust, the documentary features interviews with film historians Rudy Behlmer and Scott Tracy Griffin, who discuss the films' literary antecedents and behind-the-scenes production details.",2004,2004,,"Tarzan: Silver Screen King of the Jungle","Taylor Made Entertainment","Tarzan: Silver Screen King of the Jungle",,,,"Tarzan Collection",,,,,,DVD,,N/A,1,,,80,,,"Rudy Behlmer | Scott Tracy Griffin | John Naber","John Rust",,,"Kevin McDonald","John Rust","Mar 16, 2026",2026,"In Collection",,,,407,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved","Black & White",USA,"Adventure | Drama | Western",7.8,https://www.imdb.com/title/tt0031971/?ref_=ref_ext_clz,,English,Stagecoach,"A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo, and learn something about each other in the process.",1939,1939,,"Tempo das Diligências","United Artists","No Tempo das Diligências",,,7896748202546,,,,,,,DVD,,N/A,1,,,96,,,"Claire Trevor | John Wayne | Andy Devine","John Ford","Gerard Carbonara","Bert Glennon","John Ford","Ernest Haycox | Dudley Nichols | Ben Hecht","Mar 16, 2026",2026,"In Collection",,,,229,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,,,,,,,,,,,,"Tempo e o Vento",,"O Tempo e o Vento",,,7891430012199,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,300,,,,"Mar 16, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - R",Color,"Bosnia and Herzegovina","Comedy | Drama | War",7.9,https://www.imdb.com/title/tt0283509/?ref_=ref_ext_clz,,Bosnian,"No Man's Land","Two soldiers from opposite sides get stuck between the front lines in the same trench. The UN is asked to free them and both sides agree on a ceasefire, but will they stick to it?",2001,2001,,"Terra de Ninguém","United Artists","Terra de Ninguém",,,7899128700045,,,,,,,DVD,,N/A,1,,,98,,,"Branko Djuric | Rene Bitorajac | Filip Sovagovic","Danis Tanovic","Danis Tanovic","Walther van den ENDE","Marc Baschet | Judy Counihan | Frederique Dumas-Zajdela","Danis Tanovic","Mar 16, 2026",2026,"In Collection",,,,211,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Crime | Drama | Mystery | Thriller",8.4,https://www.imdb.com/title/tt0051201/?ref_=ref_ext_clz,,English,"Witness for the Prosecution","An ailing barrister is thrust back into the courtroom in what becomes one of the most unusual and eventful murder cases of the lawyer's career when he finds himself defending a man being tried for the murder of a socialite.",1957,1957,,"Testemunha de Acusação","United Artists","Testemunha de Acusação",,,7890552061207,,,,,,,DVD,,N/A,1,,,116,,,"Tyrone Power | Marlene Dietrich | Charles Laughton","Billy Wilder","Matty Malneck","Russell Harlan","Arthur Hornblow Jr. | Edward Small","Agatha Christie | Billy Wilder | Harry Kurnitz","Mar 16, 2026",2026,"In Collection",,,,304,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - R",Color,Spain,"Comedy | Crime | Drama | Romance",7,https://www.imdb.com/title/tt0101026/?ref_=ref_ext_clz,,Spanish,,"Recently released from a mental hospital, Ricky ties up Marina, a film star he once had sex with and keeps her hostage.",1989,1989,,"Tie Me Up! Tie Me Down!",Miramax,"Tie Me Up! Tie Me Down!",,,7896012214725,Almodovar,,,,,,DVD,,N/A,1,,,101,,,"Victoria Abril | Antonio Banderas | Loles León","Pedro Almodóvar","Ennio Morricone","José Luis Alcaine","Agustin Almodovar | Enrique Posner","Pedro Almodóvar","Mar 17, 2026",2026,"In Collection",,,,445,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved","Black & White",USA,Comedy,6.2,https://www.imdb.com/title/tt0004707/?ref_=ref_ext_clz,,English,,"A womanizing city man meets Tillie in the country. When he sees that her father has a very large bankroll for his workers, he persuades her to elope with him.",1914,1914,,"Tillie's Punctured Romance","Mutual Film","Tillie's Punctured Romance",,,9788581930152,"Charles Chaplin - Folha",,,,,,DVD,,N/A,1,,,82,,,"Marie Dressler | Charlie Chaplin | Mabel Normand","Mack Sennett | Charles Bennett","Edward Kilenyi | William P. Perry","Hans F. Koenekamp | Frank D. Williams","Mack Sennett","Hampton Del Ruth | Craig Hutchinson | Mack Sennett","Mar 17, 2026",2026,"In Collection",,,,472,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved","Black & White",USA,"Adventure | Comedy | Drama | Film Noir | Romance | Thriller | War",7.8,https://www.imdb.com/title/tt0037382/?ref_=ref_ext_clz,,English,,"A Martinique charter boat skipper gets mixed up with the underground French resistance operatives during WWII.",1944,1944,,"To Have and Have Not","Warner Bros.","To Have and Have Not",,,9788516062873,"Clássicos do Cinema - Folha",,,,,,DVD,,N/A,1,,,100,,,"Humphrey Bogart | Walter Brennan | Lauren Bacall","Howard Hawks","Franz Waxman","Sidney Hickox","Howard Hawks | Jack L. Warner","Ernest Hemingway | Jules Furthman | William Faulkner","Mar 17, 2026",2026,"In Collection",,,,492,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - R",Color,USA,"Biography | Crime | Drama | Romance | Western",6.8,https://www.imdb.com/title/tt0080031/?ref_=ref_ext_clz,,English,,"A renowned former army scout is hired by ranchers to hunt down rustlers but finds himself on trial for the murder of a boy when he carries out his job too well. Tom Horn finds that the simple skills he knows are of no help in dealing with the ambitions of ranchers and corrupt officials as progress marches over him and the old west.",1980,1980,,"Tom Horn","Warner Bros.","Tom Horn",,,7892110043755,"Steve McQueen",,,,,,DVD,,N/A,1,,,98,,,"Steve McQueen | Linda Evans | Richard Farnsworth","William Wiard","Ernest Gold","John A. Alonzo","Steve McQueen | Michael Rachmil | Fred Weintraub","Thomas McGuane | Bud Shrake","Mar 16, 2026",2026,"In Collection",,,,416,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - PG",Color,USA,"Drama | Thriller",6.2,https://www.imdb.com/title/tt0065112/?ref_=ref_ext_clz,,English,Topaz,"Copenhagen, Denmark, 1962. When a high-ranking Soviet official decides to change sides, a French intelligence agent is caught up in a cold, silent and bloody spy war in which his own family will play a decisive role.",1969,1969,,Topázio,"Universal Pictures",Topázio,,,7892141400183,Hitchcock,Universal,,,,,DVD,,N/A,1,,,143,,,"Frederick Stafford | Dany Robin | John Vernon","Alfred Hitchcock","Maurice Jarre","Jack Hildyard","Herbert Coleman | Alfred Hitchcock","Leon Uris | Samuel A. Taylor","Mar 16, 2026",2026,"In Collection",,,,217,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - G",Color,USA,"Adventure | Animation | Comedy | Family | Fantasy",7.9,https://www.imdb.com/title/tt0120363/?ref_=ref_ext_clz,,English,,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",1999,1999,,"Toy Story 2","Buena Vista Pictures Distribution","Toy Story 2",,,7896012245637,,,,"Dec 13, 2000",2000,,DVD,,"Single side, Single layer",1,"Keep Case","Region 4",92,"Fullscreen (4:3)","Portuguese | Spanish","Tom Hanks | Tim Allen | Joan Cusack","John Lasseter | Ash Brannon | Lee Unkrich","Randy Newman","Sharon Calahan","Karen Robert Jackson | Sarah McArthur | Helene Plotkin","Andrew Stanton | Rita Hsiao | Doug Chamberlin","Mar 16, 2026",2026,"In Collection",,,,105,,,,"Mar 16, 2026",0,,,,,,,1,,,"Desenhos e animações | Doar?",0,,No,,,
,Color,Brazil,"Action | Adventure | Comedy | Family",4.4,https://www.imdb.com/title/tt0139361/?ref_=ref_ext_clz,,Portuguese,,"Didi, Dedé, Mussum and Zacarias are sent in a rescue mission to the daughter of the Army's minister.","Feb 02, 1988",1988,,"Trapalhões: Uma Aventura na Selva",,"Trapalhões: Uma Aventura na Selva",,,7897119453994,,,,,,,DVD,,N/A,1,,,90,,,"Renato Aragão | Dedé Santana | Mussum","José Alvarenga Jr. | Wilton Franco","Ricardo Aragão","Nonato Estrela","Carlos Alberto Diniz | Wilson Solon","Paulo Andrade | Renato Aragão | Carlos Alberto Diniz","Mar 15, 2026",2026,"In Collection",,,,39,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,,Music,,,,English,,,2007,2007,,"tribute to Edith Piaf: Live at Montreux","Eagle Vision","A tribute to Edith Piaf: Live at Montreux",,,7898103203472,,,,,,,DVD,,N/A,1,,,79,,,"Catherine Ringer | Angélique Kidjo | Ute Lemper",,,,"Terry Shand | Geoff Kempin",,"Mar 16, 2026",2026,"In Collection",,,,220,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - R",Color,USA,"Action | Adventure | Drama",7.3,https://www.imdb.com/title/tt0332452/?ref_=ref_ext_clz,,English,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy.","May 14, 2004",2004,,Tróia,"Warner Bros.",Tróia,,"Dolby Digital 5.1 [English]",7892110042437,,,,,,,DVD,,N/A,1,,,163,,"English | Portuguese | Spanish","Julian Glover | Brian Cox | Nathan Jones","Wolfgang Petersen","James Horner","Roger Pratt","Winston Azzopardi | Barbara Huber | Wolfgang Petersen","Homer | David Benioff","Mar 16, 2026",2026,"In Collection",,,,232,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - R",Color,USA,"Action | Comedy | Thriller",7.3,https://www.imdb.com/title/tt0111503/?ref_=ref_ext_clz,,English,,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States.",1994,1994,,"True Lies","Twentieth Century Fox","True Lies",,,7892141403566,,,,,,,DVD,,N/A,1,,,141,,,"Arnold Schwarzenegger | Jamie Lee Curtis | Tom Arnold","James Cameron","Brad Fiedel","Russell Carpenter","Stephanie Austin | James Cameron | Pamela Easley","James Cameron | Claude Zidi | Simon Michael","Mar 15, 2026",2026,"In Collection",,,,36,,,,"Mar 15, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - PG-13",Color,USA,"Drama | Fantasy | Romance",5.4,https://www.imdb.com/title/tt1099212/?ref_=ref_ext_clz,,English,,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",2008,2008,,Twilight,"Summit Distribution",Twilight,,"Dolby Digital 5.1 [English] | Dolby Digital 5.1 [Spanish]",025192022319,,"Summit Entertainment","Three-Disc Deluxe Edition",2009,2009,,DVD,,"Single side, Single layer",3,"Keep Case","Region 1",122,"Anamorphic Widescreen (2.40:1)","English | English (SDH) | Spanish","Kristen Stewart | Sarah Clarke | Matt Bushell","Catherine Hardwicke","Carter Burwell","Elliot Davis","Marty Bowen | Wyck Godfrey | Michele Imperato","Melissa Rosenberg | Stephenie Meyer","Mar 15, 2026",2026,"In Collection",,,,26,,,,"Mar 15, 2026",0,,,,,,,1,,,"Doar? | Filmes",0,,No,,,
"US - PG-13",Color,USA,"Action | Adventure | Drama | Fantasy | Mystery | Romance | Thriller",5.1,https://www.imdb.com/title/tt1325004/?ref_=ref_ext_clz,,English,,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",2010,2010,,"Twilight Saga: Eclipse","Summit Distribution","The Twilight Saga: Eclipse",,"Dolby Digital 5.1 [English] | Dolby Digital 5.1 [Spanish] | Stereo [English]",025192083280,,"Summit Entertainment","2-Disc Special Edition","Dec 04, 2010",2010,,DVD,,"Single side, Single layer",2,"Snap Case","Region 1",124,"Anamorphic Widescreen (2.40:1) | Theatrical Widescreen (2.35:1)","English (Closed Captioned) | Spanish","Xavier Samuel | Kristen Stewart | Robert Pattinson","David Slade","Howard Shore","Javier Aguirresarobe","Bill Bannerman | Marty Bowen | Wyck Godfrey","Melissa Rosenberg | Stephenie Meyer","Mar 15, 2026",2026,"In Collection",,,,27,,,,"Mar 15, 2026",0,,,,,,,1,,,"Doar? | Filmes",0,,No,,,
"US - PG-13",Color,USA,"Adventure | Drama | Fantasy | Romance",4.8,https://www.imdb.com/title/tt1259571/?ref_=ref_ext_clz,,English,,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",2009,2009,,"Twilight Saga: New Moon","Summit Distribution","The Twilight Saga: New Moon",,"Commentary [English]",025192058356,,,"Three Disc Deluxe Edition: Only at Target","Mar 20, 2010",2010,,DVD,,N/A,3,"Keep Case","Region 1",130,,"English | Spanish","Kristen Stewart | Christina Jastrzembska | Robert Pattinson","Chris Weitz","Alexandre Desplat","Javier Aguirresarobe","Bill Bannerman | Marty Bowen | Guido Cerasuolo","Melissa Rosenberg | Stephenie Meyer","Mar 15, 2026",2026,"In Collection",,,,38,,,,"Mar 15, 2026",0,,,,,,,1,,,"Doar? | Filmes",0,,No,,,
"US - R",Color,France,"Drama | Horror | Mystery | Thriller",7.3,https://www.imdb.com/title/tt0105665/?ref_=ref_ext_clz,,English,,"In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate.",1992,1992,,"Twin Peaks: Fire Walk with Me","New Line Cinema","Twin Peaks: Fire Walk with Me",,"Dolby Digital 5.1 [English] | Dolby Surround [English] | Dolby Surround [French] | DTS 5.1 [English]",794043508127,,"New Line Home Video",,"Feb 26, 2002",2002,,DVD,,"Single side, Dual layer",1,"Snap Case","Region 1",134,"Anamorphic Widescreen (1.85:1)","English (SDH) | French","Sheryl Lee | Ray Wise | Madchen Amick","David Lynch","Angelo Badalamenti","Ronald Víctor García","Francis Bouygues | Gregg Fienberg | Jean-Claude Fleury","David Lynch | Robert Engels | Mark Frost","Mar 16, 2026",2026,"In Collection",,,,238,,,,"Mar 16, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - TV-PG",Color,USA,"Crime | Drama | Mystery | Thriller",8.7,https://www.imdb.com/title/tt0098936/?ref_=ref_ext_clz,1,English,,"The body of Laura Palmer is washed up on a beach near the small Washington state town of Twin Peaks. FBI Special Agent Dale Cooper is called in to investigate her strange demise only to uncover a web of mystery that ultimately leads him deep into the heart of the surrounding woodland and his very own soul.",1990,1990,"Twin Peaks","Twin Peaks: Season 1","American Broadcasting Company (ABC)","Twin Peaks: Season 1",,,7890552004334,,,,,,,DVD,,N/A,1,,,420,,,"Lara Flynn Boyle | Ray Wise | Kyle MacLachlan","David Lynch | Lesli Linka Glatter | Caleb Deschanel","Angelo Badalamenti","Frank Byers | Ronald Víctor García","Mark Frost | David Lynch | Gregg Fienberg","Mark Frost | David Lynch | Harley Peyton","Mar 15, 2026",2026,"In Collection",,,,21,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - TV-PG",Color,USA,"Crime | Drama | Mystery | Thriller",8.7,https://www.imdb.com/title/tt0098936/?ref_=ref_ext_clz,1,English,,"The body of Laura Palmer is washed up on a beach near the small Washington state town of Twin Peaks. FBI Special Agent Dale Cooper is called in to investigate her strange demise only to uncover a web of mystery that ultimately leads him deep into the heart of the surrounding woodland and his very own soul.",1990,1990,"Twin Peaks","Twin Peaks: Season 2","American Broadcasting Company (ABC)","Twin Peaks: Season 2",,,7890552057637,,,,,,,DVD,,N/A,1,,,1073,,,"Lara Flynn Boyle | Kyle MacLachlan | Everett McGill","David Lynch | Lesli Linka Glatter | Tim Hunter","Angelo Badalamenti","Frank Byers","Gregg Fienberg | Mark Frost | Tim Harbert","Mark Frost | David Lynch | Robert Engels","Mar 15, 2026",2026,"In Collection",,,,28,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
